Permissionaria;Autos;TC;Denominacao_da_linha;caracteristica
CRISTALENSE TRANSPORTES E TURISMO LTDA;6460;1;FRANCA - ITUVERAVA;Semiurbana
CRISTALENSE TRANSPORTES E TURISMO LTDA;6461;1;FRANCA - RIBEIRAO CORRENTE;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;6471;3;PIRAJU - BAURU;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;6474;2;PORTO FELIZ - SOROCABA;Semiurbana
VIAÇÃO CIDADE AZUL E TURISMO LTDA;6477;1;RIO CLARO - IPEUNA;Semiurbana
VIAÇÃO JACAREI LTDA;6490;5;MOGI DAS CRUZES - SAO JOSE DOS CAMPOS;Rodoviária Convencional
VIAÇÃO COMETA S/A;6492;5;MOGI DAS CRUZES - RIBEIRAO PIRES;Rodoviária Litorânea
VIAÇÃO JACAREI LTDA;6493;5;MOGI DAS CRUZES - APARECIDA;Rodoviária Convencional
VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;6503;1;LIMEIRA - ARARAS;Rodoviária Convencional
PASCOTUR EMPRESA DE TRANSP.PASSAG.LTDA;6505;3;LUCELIA - MARTINOPOLIS;Semiurbana
EXPRESSO REDENCAO TRANSPORTES E TURISMO LTDA;6524;5;NATIVIDADE DA SERRA - TAUBATE;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;6540;3;PRESIDENTE PRUDENTE - TEODORO SAMPAIO;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;6541;3;PRESIDENTE VENCESLAU - MARABA PAULISTA;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;6542;3;PRESIDENTE VENCESLAU - MIRANTE PARANAPANEMA;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6545;3;RINOPOLIS - TUPA;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6546;3;TUPA - GABRIEL MONTEIRO;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6547;3;PENAPOLIS - SAO JOSE DO RIO PRETO;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;6548;3;CLEMENTINA - ARACATUBA;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6549;3;TUPA - CLEMENTINA;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6551;3;TUPA - ARCO IRIS;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6552;3;LINS - TUPA;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;6556;3;ARACATUBA - ILHA SOLTEIRA;Rodoviária Convencional
EXPRESSO AMARELINHO LTDA;6562;2;BURI - ITAPEVA;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;6567;3;TEODORO SAMPAIO - ROSANA;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;6568;1;SANTA RITA DO P.QUATRO - TAMBAU;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;6570;3;AVARE - AGUAS DE SANTA BARBARA;Semiurbana
RAPIDO D OESTE LTDA;6580;1;OLIMPIA - BEBEDOURO;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;6583;3;BAURU - ANDRADINA;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;6584;3;BAURU - ILHA SOLTEIRA;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;6585;3;MIRANDOPOLIS - ANDRADINA;Semiurbana
VIAÇÃO CIDADE AZUL E TURISMO LTDA;6586;1;PIRASSUNUNGA - RIO CLARO;Rodoviária Convencional
AUTO VIAÇÃO BRAGANCA LTDA;6589;1;SOCORRO - ITAPIRA;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;6591;3;IEPE - PRESIDENTE PRUDENTE;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;6598;1;CAMPINAS - BRAGANCA PAULISTA;Rodoviária Convencional
EMPRESA DE ÔNIBUS LUCHINI LTDA;6603;3;PEDRINHAS PAULISTA - ASSIS;Rodoviária Convencional
RAPIDO LINENSE LTDA;6607;3;LINS - SABINO;Semiurbana
RODOVIÁRIO IBITINGUENSE LTDA;6622;3;BAURU - AREALVA;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;6629;1;AVARE - AGUAS DE SANTA BARBARA;Semiurbana
AUTO VIAÇÃO M.M. SOUZA TURISMO LTDA;6631;1;CAPIVARI - TIETE;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;6637;2;SOROCABA - REGISTRO;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;6642;3;ASSIS - PRESIDENTE PRUDENTE;Semiurbana
EXPRESSO REGIONAL TRANSPORTES LTDA;6660;2;SAO ROQUE - OSASCO;Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;6688;1;MOGI GUACU - SAO JOSE DO RIO PARDO;Rodoviária Convencional
VIAÇÃO SÃO ROQUE LTDA;6705;2;SAO ROQUE(B.DO TABOAO) - MAIRINQUE;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;6708;3;MARILIA - OCAUÇU;Semiurbana
EXPRESSO REGIONAL TRANSPORTES LTDA;6716;2;SAO ROQUE - ITAPEVI;Semiurbana
EXPRESSO INTEGRAÇÃO DO VALE LTDA - EPP;6723;3;TARUMA - FLORINEA;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;6734;3;PRESIDENTE PRUDENTE - CAMPINAS;Rodoviária Convencional
VIAÇÃO SÃO BENTO LTDA;6737;1;SAO JOAQUIM DA BARRA - GUAIRA;Semiurbana
VIAÇÃO SÃO BENTO LTDA;6738;1;RIBEIRAO PRETO - SERRA AZUL;Semiurbana
VIAÇÃO SÃO BENTO LTDA;6741;1;RIBEIRAO PRETO - FRANCA;Rodoviária Convencional
VIAÇÃO SÃO BENTO LTDA;6743;1;MIGUELOPOLIS - ITUVERAVA;Semiurbana
VIAÇÃO SÃO BENTO LTDA;6744;1;MIGUELOPOLIS - GUAIRA;Rodoviária Convencional
VIAÇÃO SÃO BENTO LTDA;6745;1;RIBEIRAO PRETO - BARRINHA;Semiurbana
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;6750;2;APIAI - ITAPEVA;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;6751;2;SOROCABA - CONCHAS;Rodoviária Convencional
EMPRESA DE ÔNIBUS JOSÉ ALEXANDRE JUNIOR LTDA;6757;1;RIO CLARO - CORUMBATAI;Semiurbana
VIAÇÃO SANTA CRUZ LTDA;6760;1;SÃO PAULO(BARRA FUNDA) - BARIRI;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;6765;2;SOROCABA - CAPAO BONITO;Rodoviária Convencional
VIAÇÃO SÃO BENTO LTDA;6766;1;NUPORANGA - MORRO AGUDO;Rodoviária Convencional
TRANSPORTE COLETIVO CÉLICO EIRELI;6781;4;TUPA - SAO JOSE DO RIO PRETO;Rodoviária Convencional
TRANSPORTE COLETIVO CÉLICO EIRELI;6782;4;JOSE BONIFACIO - SAO JOSE DO RIO PRETO;Semiurbana
TRANSPORTE COLETIVO CÉLICO EIRELI;6784;4;PENAPOLIS - JOSE BONIFACIO;Semiurbana
VIAÇÃO SÃO BENTO LTDA;6785;1;ORLANDIA - NUPORANGA;Rodoviária Convencional
EMPRESA RODOVIARIA PIRACICABANA LTDA;6792;1;ITAPIRA - SOCORRO;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;6809;5;APARECIDA - POTIM;Semiurbana
TRANSPORTE COLETIVO CÉLICO EIRELI;6826;4;JOSE BONIFACIO - SANTA LUZIA;Semiurbana
EMPRESA DE ÔNIBUS LUCHINI LTDA;6827;3;ASSIS - MARACAI;Semiurbana
EXPRESSO ITAMARATI S/A;6832;4;SAO JOSE DO RIO PRETO - BARRETOS;Semiurbana
VIAÇÃO COMETA S/A;6839;5;SAO PAULO(T.JABAQUARA) - SAO VICENTE;Rodoviária Litorânea
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;6847;2;GUAPIARA - ITAPEVA;Rodoviária Convencional
VIAÇÃO COMETA S/A;6858;5;SÃO PAULO (T.TIÊTE) - ARARAQUARA;Rodoviária Convencional
JODI ITAPEVA TRANSPORTES LTDA;6861;2;ITAPEVA - APIAI(RODOVIARIA);Semiurbana
EXPRESSO ITAMARATI S/A;6873;4;AURIFLAMA - FERNANDOPOLIS;Semiurbana
VIAÇÃO ATIBAIA SÃO PAULO LTDA;6880;1;ATIBAIA - CAMPO LIMPO PAULISTA;Semiurbana
TRANSPORTADORA TURÍSTICA PETITTO LTDA;6886;1;PRADOPOLIS - SERTAOZINHO;Rodoviária Convencional
VIAÇÃO LOPES LTDA;6893;3;LUCELIA - ADAMANTINA;Semiurbana
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;6899;3;SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA;Rodoviária Convencional
TURISMAR TRANSPORTE E TURISMO LTDA;6918;3;MARILIA - PORTO PORECATU;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;6919;3;ARACATUBA - RANCHARIA;Rodoviária Convencional
EXPRESSO ADAMANTINA LTDA;6921;3;TUPA - RANCHARIA;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;6924;3;BIRIGUI - SANTOPOLIS DO AGUAPEI;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;6937;3;ANALANDIA - PIRATININGA;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;6950;1;CAMPINAS - SANTO ANTONIO JARDIM;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;6962;3;ARACATUBA - ILHA SOLTEIRA;Rodoviária Convencional
CRISTALENSE TRANSPORTES E TURISMO LTDA;6967;1;FRANCA - PEDREGULHO;Semiurbana
VIAÇÃO PIRACICABANA S/A;6985;3;MARILIA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;6986;3;TUPA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;6987;3;BAURU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO SÃO BENTO LTDA;6989;1;RIBEIRAO PRETO - IGARAPAVA;Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;6991;3;PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;6992;3;FLORINEA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;6993;3;PIRAPOZINHO - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;6994;3;SANTO ANASTACIO - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;6995;3;PRESIDENTE EPITACIO - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;6996;1;BOTUCATU - SOROCABA;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;6997;1;TATUI - TORRE DE PEDRA;Rodoviária Convencional
EMPRESA AUTO ÔNIBUS SÃO JORGE LTDA;6998;2;TATUI - PORANGABA;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;7002;1;CAMPINAS - ATIBAIA;Rodoviária Convencional
VIAÇÃO COMETA S/A;7011;5;CAMPINAS - P.GRANDE(V.MIRIM);Rodoviária Litorânea
BREDA SOROCABA TRANSPORTES E TUR. LTDA;7012;2;SOROCABA - MONGAGUA;Rodoviária Litorânea
EXPRESSO FADEL LTDA EPP;7019;1;RANCHARIA - NANTES;Semiurbana
VIAÇÃO SÃO RAPHAEL LTDA;7020;4;SAO JOSE DO RIO PRETO - PALESTINA;Rodoviária Convencional
VIAÇÃO SÃO RAPHAEL LTDA;7021;4;SAO JOSE DO RIO PRETO - ICEM;Semiurbana
VIAÇÃO SÃO RAPHAEL LTDA;7022;4;PALESTINA - PAULO DE FARIA;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;7025;3;TAQUARITUBA - AVARE;Semiurbana
VIAÇÃO SÃO BENTO LTDA;7027;1;ALTINOPOLIS - SANTO ANTONIO ALEGRIA;Semiurbana
EXPRESSO ITAMARATI S/A;7046;4;ARACATUBA - GASTAO VIDIGAL;Semiurbana
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;7047;3;ADAMANTINA - ARACATUBA;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;7049;2;JUQUIA - MIRACATU(ACAMP.CBA);Rodoviária Convencional
VIAÇÃO COMETA S/A;7051;5;CAMPINAS - FRANCA;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;7053;3;OURINHOS - MARILIA;Rodoviária Convencional
RODOVIÁRIO E TURISMO SÃO JOSÉ LTDA;7057;5;LAGOINHA - GUARATINGUETA;Rodoviária Convencional
RODOVIÁRIO E TURISMO SÃO JOSÉ LTDA;7058;5;GUARATINGUETA - CUNHA;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;7066;3;OURINHOS - SAO JOSE DO RIO PRETO;Rodoviária Convencional
EMPRESA AUTO ÔNIBUS MACACARI LTDA;7067;3;JAU - DOIS CORREGOS;Rodoviária Convencional
VIAÇÃO CIDADE AZUL E TURISMO LTDA;7069;1;SAO PAULO - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;7080;1;PIRACICABA - BROTAS;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;7083;1;PIRACICABA - ARARAQUARA;Rodoviária Convencional
JANDAIA TRANSPORTES E TURISMO LTDA;7084;3;CAIABU - PRESIDENTE PRUDENTE;Semiurbana
TRANSPORTADORA SALAMANCA LTDA;7086;1;ARTUR NOGUEIRA - MOJI MIRIM;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;7089;3;ADAMANTINA - PRESIDENTE PRUDENTE;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;7090;3;PRESIDENTE PRUDENTE - DRACENA;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;7091;3;ANHUMAS - PRESIDENTE PRUDENTE;Semiurbana
VIAÇÃO COMETA S/A;7095;5;CAMPINAS - SAO JOSE DO RIO PRETO;Rodoviária Convencional
J.C. DOS SANTOS & SANTOS TRANSPORTES LTDA - ME;7096;3;AVAI - BAURU;Semiurbana
VIAÇÃO SANTA MARIA LTDA;7104;4;BARRETOS (AV. 21) - GUAÍRA (ORBIS CLUB);Semiurbana
VIAÇÃO COMETA S/A;7106;5;CAMPINAS - LORENA;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;7118;1;PIRACICABA - BOTUCATU;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;7119;1;PIRACICABA - SAO PEDRO;Rodoviária Convencional
JANDAIA TRANSPORTES E TURISMO LTDA;7120;3;PRESIDENTE PRUDENTE - INDIANA;Semiurbana
JANDAIA TRANSPORTES E TURISMO LTDA;7121;3;SANTO EXPEDITO - DRACENA;Semiurbana
CONSTANCIO JOÃO DA COSTA & FILHOS LTDA;7129;3;DRACENA - PANORAMA;Semiurbana
VIAÇÃO SANTA MARIA LTDA;7139;4;BARRETOS - SAO JOAQUIM DA BARRA;Semiurbana
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;7140;3;ARACATUBA - GUARARAPES;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;7141;3;MARILIA - POMPEIA;Semiurbana
VIAÇÃO CIDADE AZUL E TURISMO LTDA;7148;1;AMERICANA - RIO CLARO;Rodoviária Convencional
AUTO VIAÇÃO OURINHOS ASSIS LTDA;7150;3;CAMPOS NOVOS PAULISTA - CANDIDO MOTA;Semiurbana
VIAÇÃO GUAXUPE LTDA;7153;1;MOCOCA - SAO JOSE DO RIO PARDO;Rodoviária Convencional
E. MACIEL DE BARROS & CIA. LTDA - EPP;7158;3;PENAPOLIS - LUIZIANIA;Semiurbana
TURISMAR TRANSPORTE E TURISMO LTDA;7164;3;MARILIA - OCAUÇU;Semiurbana
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;7171;5;GUARATINGUETA - BANANAL;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;7172;5;AREIAS - CRUZEIRO;Rodoviária Convencional
EMPRESA AUTO ÔNIBUS SÃO JORGE LTDA;7180;2;IPERO - TATUI;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;7182;3;PRESIDENTE PRUDENTE - RIBEIRAO PRETO;Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;7183;3;BARRETOS - SAO JOSE DO RIO PRETO;Semiurbana
EMPRESA DE TRANSPORTES ANDORINHA S/A;7185;3;PRESIDENTE PRUDENTE - RIBEIRAO PRETO;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;7187;1;JUNDIAI - SANTANA DO PARNAIBA;Semiurbana
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;7188;1;TATUI - PIRACICABA;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;7189;1;SANTA RITA DO P.QUATRO - DESCALVADO;Rodoviária Convencional
POLENTUR VIAGENS E TURISMO LTDA;7194;2;BARRA DO CHAPEU(APIAI) - ITAPEVA;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;7198;2;PILAR DO SUL - ITAPETININGA;Rodoviária Convencional
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;7205;1;JABOTICABAL - GUARIBA;Semiurbana
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;7206;1;ARARAQUARA - RINCAO;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;7207;1;PIRASSUNUNGA - SANTA CRUZ PALMEIRAS;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;7208;1;SANTA ROSA DO VITERBO - SANTA CRUZ PALMEIRAS;Rodoviária Convencional
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;7210;1;GUARIBA - SANTA ERNESTINA;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;7211;1;BARRETOS - SEVERINIA;Rodoviária Convencional
AGOSUZI TRANSPORTES LTDA;7224;3;PIACATU - PENAPOLIS;Semiurbana
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;7225;2;ITAPETININGA - PARANAPANEMA;Rodoviária Convencional
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;7227;2;SÃO PAULO(BARRA FUNDA) - BURI;Rodoviária Convencional
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;7228;2;ITAPETININGA - RECHAN;Semiurbana
VALLESUL TRANSPORTES E TURISMO LTDA;7230;5;REGISTRO - SANTOS;Rodoviária Litorânea
VIAÇÃO LUWASA LTDA;7246;4;SALES - IBIRA;Semiurbana
VIAÇÃO ARIRANHA LTDA - EPP;7259;4;ARIRANHA - TAQUARITINGA;Rodoviária Convencional
VIAÇÃO CALVIPE LTDA;7265;2;CONCHAS - SOROCABA;Rodoviária Convencional
ULTRA S/A - TRANSPORTES INTERURBANOS;7267;5;SAO PAULO(T.JABAQUARA) - BERTIOGA(AGÊNCIA);Rodoviária Litorânea
EMPRESA DE TRANSPORTES ANDORINHA S/A;7277;3;PRESIDENTE PRUDENTE - PRESIDENTE EPITACIO;Semiurbana
VIAÇÃO CAPITAL DOS MINERIOS LTDA;7294;2;ITAI - ITAPEVA;Rodoviária Convencional
EMPRESA RODOVIARIA PIRACICABANA LTDA;7296;1;AMPARO - MOJI MIRIM;Rodoviária Convencional
VIAÇÃO SÃO RAPHAEL LTDA;7299;4;SAO JOSE DO RIO PRETO - CARDOSO;Rodoviária Convencional
EXPRESSO TERRA ROXA LTDA;7300;4;BEBEDOURO - TERRA ROXA;Semiurbana
CRISTALENSE TRANSPORTES E TURISMO LTDA;7301;1;FRANCA - ITUVERAVA;Semiurbana
PONTUR TRANSPORTES E TURISMO LTDA;7303;2;SOROCABA - SOROCABA;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;7322;3;ITAPEVA - TAQUARITUBA;Semiurbana
AUTO VIAÇÃO BRAGANCA LTDA;7323;1;AGUAS DE LINDOIA - ITAPIRA;Semiurbana
EXPRESSO ITAMARATI S/A;7325;4;SAO JOSE DO RIO PRETO - POLONI;Semiurbana
VIAÇÃO SÃO BENTO LTDA;7326;1;ALTINOPOLIS - CAJURU;Semiurbana
VIAÇÃO SÃO BENTO LTDA;7327;1;SAO JOAQUIM DA BARRA - BURITIZAL;Semiurbana
VIAÇÃO PIRACICABANA S/A;7335;3;MARILIA - AMERICANA;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;7342;3;RINOPOLIS - OSVALDO CRUZ;Semiurbana
VIAÇÃO CAMPO DOS OUROS LTDA;7343;1;VARZEA PAULISTA - ESTAÇÃO DA LUZ;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;7352;2;VOTORANTIM(terminal) - SOROCABA(Lageado);Semiurbana
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;7361;3;SÃO PAULO(BARRA FUNDA) - JOSE BONIFACIO;Rodoviária Convencional
TRANSPORTADORA TURÍSTICA PETITTO LTDA;7365;1;PRADOPOLIS - JABOTICABAL;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;7372;1;PEDREIRA - MOJI MIRIM;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;7381;3;MARILIA - SOROCABA;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;7387;2;SALTO DE PIRAPORA - SARAPUI;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;7388;2;SOROCABA - BAIRRO DO CERCADO;Semiurbana
GUERINO SEISCENTO TRANSPORTES S/A;7390;3;LINS - ASSIS;Semiurbana
AUTO ÔNIBUS VERZOLLA LTDA;7392;4;TAIACU - MONTE ALTO;Semiurbana
AUTO ÔNIBUS VERZOLLA LTDA;7393;4;TAIUVA - BEBEDOURO;Semiurbana
VIAÇÃO VALE DO TIETE LTDA;7394;2;SÃO PAULO(BARRA FUNDA) - PORTO FELIZ;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;7395;1;TATUI - BOFETE;Rodoviária Convencional
EXPRESSO CIDADE NATUREZA TRANSPORTE LTDA;7398;5;MOGI DAS CRUZES - SAO JOSE DOS CAMPOS;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;7401;3;PERUIBE - OSASCO;Rodoviária Litorânea
EMPRESA AUTO ÔNIBUS MANOEL RODRIGUES S/A;7402;3;PIRAJU - PARANAPANEMA;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;7403;3;PARANAPANEMA - AVARE;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;7406;1;AVARE - SAO MANUEL;Semiurbana
TURISMAR TRANSPORTE E TURISMO LTDA;7411;3;MARILIA(TRP-NOVO) - JULIO MESQUITA;Semiurbana
EXPRESSO AMARELINHO LTDA;7448;2;ITAPEVA - ITABERA;Semiurbana
TRANSPORTADORA TUR.MONTE ALEGRE LTDA;7456;1;DOIS CORREGOS - BROTAS;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;7461;1;SÃO PAULO (T.TIÊTE) - GUAIRA;Rodoviária Convencional
VALLESUL TRANSPORTES E TURISMO LTDA;7463;5;PARIQUERA-ACU - CAJATI;Rodoviária Litorânea
VIAÇÃO ITAQUERI LTDA;7493;1;RIO DAS PEDRAS - PIRACICABA;Semiurbana
